time, axial_temperature (degree celsius), surface_temperature (degree celsius)
2074.0000,25.0900,-0.1600
2075.0000,25.0200,-0.0600
2076.0000,24.9200,-0.1300
2077.0000,24.8600,-0.1000
2078.0000,24.8300,-0.1000
2079.0000,24.7600,0.0000
2080.0000,24.6900,-0.1600
2081.0000,24.6300,-0.2000
2082.0000,24.5300,-0.2300
2083.0000,24.4300,-0.2600
2084.0000,24.4000,-0.1300
2085.0000,24.2600,-0.1300
2086.0000,24.1600,-0.1300
2087.0000,24.1000,-0.0600
2088.0000,24.0000,-0.1000
2089.0000,23.9000,-0.1000
2090.0000,23.8000,-0.2000
2091.0000,23.7700,-0.1000
2092.0000,23.6700,-0.1300
2093.0000,23.5400,-0.1300
2094.0000,23.4700,-0.0300
2095.0000,23.3400,0.3000
2096.0000,23.2700,0.6300
2097.0000,23.2400,1.4300
2098.0000,23.4000,17.1400
2099.0000,23.5400,33.5400
2100.0000,23.5000,37.3200
2101.0000,23.3400,37.6800
2102.0000,23.2400,38.1100
2103.0000,23.1100,39.8000
2104.0000,23.0100,41.1600
2105.0000,22.9100,41.0300
2106.0000,22.7800,41.5900
2107.0000,22.6100,41.7900
2108.0000,22.4100,41.7900
2109.0000,22.2800,42.2600
2110.0000,22.1200,42.0900
2111.0000,21.9800,42.0900
2112.0000,21.8200,41.8600
2113.0000,21.7500,41.6900
2114.0000,21.6500,41.5600
2115.0000,21.5200,41.8900
2116.0000,21.4200,42.0600
2117.0000,21.2900,42.2900
2118.0000,21.1600,42.0900
2119.0000,21.0600,42.0600
2120.0000,20.9600,41.9900
2121.0000,20.8300,41.7200
2122.0000,20.7300,42.1200
2123.0000,20.6300,42.0600
2124.0000,20.5300,42.1900
2125.0000,20.4300,42.5200
2126.0000,20.3000,42.2200
2127.0000,20.2000,42.3500
2128.0000,20.1000,42.3200
2129.0000,20.0000,42.5500
2130.0000,19.9000,42.3200
2131.0000,19.8000,42.6200
2132.0000,19.7400,42.8500
2133.0000,19.6400,42.9800
2134.0000,19.5400,43.5100
2135.0000,19.4700,43.3800
2136.0000,19.3700,43.2200
2137.0000,19.3100,43.0800
2138.0000,19.2100,42.7500
2139.0000,19.1400,42.6200
2140.0000,19.0800,42.5500
2141.0000,18.8500,42.8500
2142.0000,18.9100,42.6900
2143.0000,18.8800,42.8500
2144.0000,18.8500,43.0200
2145.0000,18.7500,42.8800
2146.0000,18.7100,42.7900
2147.0000,18.6800,42.7900
2148.0000,18.6500,42.9500
2149.0000,18.6100,43.1800
2150.0000,18.5800,42.8800
2151.0000,18.5500,43.1200
2152.0000,18.5100,43.2200
2153.0000,18.5100,43.0800
2154.0000,18.4800,43.4800
2155.0000,18.4800,43.3800
2156.0000,18.4800,43.3800
2157.0000,18.4500,43.2500
2158.0000,18.4200,43.6500
2159.0000,18.4800,43.4800
2160.0000,18.4800,43.6100
2161.0000,18.4800,43.9800
2162.0000,18.4800,43.3800
2163.0000,18.4800,43.5500
2164.0000,18.5100,43.6800
2165.0000,18.5100,43.5100
2166.0000,18.5500,43.7500
2167.0000,18.8500,43.6800
2168.0000,18.4500,43.3800
2169.0000,18.4200,43.5800
2170.0000,18.6800,43.4500
2171.0000,18.7100,43.5500
2172.0000,18.7100,43.5500
2173.0000,18.7500,43.5100
2174.0000,18.8500,43.9500
2175.0000,18.8800,43.8500
2176.0000,18.9400,43.9500
2177.0000,18.7800,44.3100
2178.0000,19.0100,43.6800
2179.0000,19.0800,43.6800
2180.0000,19.1400,43.6100
2181.0000,19.1800,43.4500
2182.0000,19.2400,43.7500
2183.0000,19.3400,43.5800
2184.0000,19.3700,43.5800
2185.0000,19.3100,43.9100
2186.0000,19.5400,43.4500
2187.0000,19.4400,43.6800
2188.0000,19.6700,43.5100
2189.0000,19.7700,43.3500
2190.0000,19.8400,43.6500
2191.0000,19.9700,44.0100
2192.0000,19.9400,44.5400
2193.0000,20.2000,44.5700
2194.0000,20.2300,44.0800
2195.0000,20.3000,44.3800
2196.0000,20.3600,44.2800
2197.0000,20.4000,44.0400
2198.0000,20.5000,44.2800
2199.0000,20.3000,42.3900
2200.0000,20.3300,42.2600
2201.0000,20.5000,41.3600
2202.0000,20.5600,40.7300
2203.0000,20.6600,26.1500
2204.0000,20.6000,6.1300
2205.0000,20.6300,5.3400
2206.0000,20.7000,2.6500
2207.0000,20.8300,3.5500
2208.0000,20.9600,4.4100
2209.0000,21.2900,5.6400
2210.0000,21.3600,4.1100
2211.0000,21.1900,4.4800
2212.0000,21.3900,3.6200
2213.0000,21.5200,3.8500
2214.0000,21.5900,3.6200
2215.0000,21.7200,3.2800
2216.0000,21.8200,2.8500
2217.0000,21.9200,2.4600
2218.0000,21.9800,2.2200
2219.0000,22.0800,1.9900
2220.0000,22.2500,1.1600
2221.0000,22.3800,1.3000
2222.0000,22.4800,0.4700
2223.0000,22.5100,0.4000
2224.0000,22.6400,1.0000
2225.0000,22.7800,0.7000
2226.0000,22.9100,0.9600
2227.0000,23.0100,0.8600
2228.0000,23.1700,0.9000
2229.0000,23.2700,0.7300
2230.0000,23.3100,0.2000
2231.0000,23.4000,0.5000
2232.0000,23.5000,0.3700
2233.0000,23.6400,0.1000
2234.0000,23.7400,0.1400
2235.0000,23.8300,-0.0600
2236.0000,23.9000,-0.0300
2237.0000,23.9300,0.2700
2238.0000,24.0300,0.4000
2239.0000,24.1600,0.6700
2240.0000,24.3000,0.2700
2241.0000,24.2300,0.1700
2242.0000,24.3600,0.2400
2243.0000,24.4300,0.2700
2244.0000,24.4900,0.2400
2245.0000,24.5900,0.1700
2246.0000,24.6600,0.0700
2247.0000,24.6900,0.1700
2248.0000,24.7600,0.0000
2249.0000,24.7900,0.1700
2250.0000,24.8900,0.0000
2251.0000,24.9200,0.0400
2252.0000,24.9600,0.1000
2253.0000,24.9900,0.2000
2254.0000,25.0200,0.2000
2255.0000,25.0200,0.0700
2256.0000,25.0600,0.1400
2257.0000,24.9900,0.2700
2258.0000,25.0900,0.1400
2259.0000,25.0900,0.0000
2260.0000,25.1600,0.0000
2261.0000,25.1600,-0.0600
2262.0000,25.1600,-0.1000
2263.0000,25.1600,0.0000
2264.0000,25.1200,0.0700
2265.0000,25.1200,0.1700
2266.0000,25.1600,0.0000
2267.0000,25.1900,-0.2300
2268.0000,25.1600,-0.2300
2269.0000,25.0600,-0.1300
2270.0000,25.0900,-0.2300
2271.0000,25.0600,-0.2300
2272.0000,24.9900,-0.1000
2273.0000,24.9600,-0.3000
2274.0000,24.8900,-0.2600
2275.0000,24.8600,-0.2000
2276.0000,24.8900,-0.1600
2277.0000,24.9900,-0.0300
2278.0000,24.7900,-0.3000
2279.0000,24.6900,-0.3000
2280.0000,24.6600,-0.1600
2281.0000,24.5900,-0.0300
2282.0000,24.5900,-0.1600
2283.0000,24.4600,-0.2000
2284.0000,24.4300,-0.1300
2285.0000,24.3300,-0.2000
2286.0000,24.3000,-0.2300
2287.0000,24.2300,-0.2000
2288.0000,24.1600,-0.2300
2289.0000,24.1000,-0.2000
2290.0000,24.0300,-0.2600
2291.0000,23.9700,-0.3000
2292.0000,23.8700,-0.2300
2293.0000,23.7700,-0.2600
2294.0000,23.6400,-0.2000
2295.0000,23.7000,-0.0300
2296.0000,23.4700,-0.1000
2297.0000,23.4000,-0.3300
2298.0000,23.2400,-0.1600
2299.0000,23.2100,-0.1600
2300.0000,23.1400,-0.2000
2301.0000,23.0700,-0.2300
2302.0000,23.0100,-0.2300
2303.0000,22.7800,-0.1000
2304.0000,22.7800,-0.1600
2305.0000,22.6800,-0.1600
2306.0000,22.5800,-0.1600
2307.0000,22.4800,-0.1300
2308.0000,22.3500,0.3700
2309.0000,22.2500,0.7000
2310.0000,22.1500,0.9300
2311.0000,22.0800,1.5600
2312.0000,22.1500,21.3400
2313.0000,22.5100,34.9600
2314.0000,22.5100,36.7200
2315.0000,22.3500,39.3100
2316.0000,22.1800,39.7700
2317.0000,22.0200,39.2700
2318.0000,21.8200,39.0700
2319.0000,21.6900,38.4100
2320.0000,21.6200,40.9300
2321.0000,21.5500,40.6600
2322.0000,21.3900,41.0000
2323.0000,21.2600,41.0600
2324.0000,21.1200,40.8300
2325.0000,21.0300,40.7600
2326.0000,20.9300,42.3200
2327.0000,20.8300,42.2600
2328.0000,20.6600,41.8600
2329.0000,20.5300,41.6600
2330.0000,20.4000,42.1900
2331.0000,20.2700,41.9200
2332.0000,20.1300,41.8900
2333.0000,20.0700,42.0200
2334.0000,19.9000,41.4900
2335.0000,19.7000,41.2300
2336.0000,19.6700,41.1600
2337.0000,19.5400,41.1900
2338.0000,19.4400,41.7200
2339.0000,19.2700,41.9600
2340.0000,19.2400,41.9200
2341.0000,19.1100,41.5300
2342.0000,19.0100,41.4600
2343.0000,18.9100,41.2600
2344.0000,18.8100,41.2900
2345.0000,18.7100,41.5600
2346.0000,18.6500,41.5600
2347.0000,18.5100,41.8600
2348.0000,18.4500,41.9600
2349.0000,18.3500,41.7600
2350.0000,18.2800,41.5300
2351.0000,18.2200,41.2600
2352.0000,18.1500,41.2900
2353.0000,18.0900,41.3300
2354.0000,18.0200,41.0600
2355.0000,17.9500,41.1600
2356.0000,17.8900,41.1600
2357.0000,17.8200,41.0600
2358.0000,17.7500,41.2900
2359.0000,17.7200,41.2600
2360.0000,17.6900,41.3900
2361.0000,17.6600,41.3600
2362.0000,17.5900,41.5600
2363.0000,17.5900,41.4600
2364.0000,17.5200,41.4900
2365.0000,17.5200,41.5300
2366.0000,17.4900,41.2300
2367.0000,17.4600,41.4300
2368.0000,17.4600,41.4900
2369.0000,17.4600,41.4300
2370.0000,17.4600,41.5600
2371.0000,17.4600,41.4600
2372.0000,17.4200,41.4900
2373.0000,17.4200,41.5300
2374.0000,17.4600,41.3600
2375.0000,17.4600,41.5600
2376.0000,17.4600,41.6600
2377.0000,17.3900,41.9600
2378.0000,17.4600,41.6900
2379.0000,17.5200,41.7600
2380.0000,17.5600,41.7900
2381.0000,17.5600,41.7200
2382.0000,17.6200,41.9900
2383.0000,17.5900,41.8600
2384.0000,17.7200,41.8900
2385.0000,17.6600,41.7900
2386.0000,17.7200,41.9600
2387.0000,17.7500,41.8600
2388.0000,17.7900,41.9200
2389.0000,17.8200,41.8200
2390.0000,17.8200,41.9200
2391.0000,17.9900,41.9200
2392.0000,17.9900,41.8900
2393.0000,18.0500,41.9600
2394.0000,18.1200,41.8200
2395.0000,18.1800,41.8900
2396.0000,18.2200,41.8900
2397.0000,18.2800,41.9900
2398.0000,18.3500,41.8900
2399.0000,18.4200,41.9600
2400.0000,18.4800,41.9900
2401.0000,18.5800,42.0900
2402.0000,18.6500,41.9600
2403.0000,18.6800,41.9900
2404.0000,18.8100,41.9900
2405.0000,19.0400,42.2600
2406.0000,19.1100,42.7500
2407.0000,19.1800,42.7500
2408.0000,19.2100,42.7900
2409.0000,19.3100,42.8200
2410.0000,19.3700,42.7500
2411.0000,19.4700,42.7500
2412.0000,19.5400,42.8500
2413.0000,19.8000,43.3500
2414.0000,19.6700,40.4700
2415.0000,19.6000,39.8400
2416.0000,19.6400,22.9000
2417.0000,19.6000,8.2200
2418.0000,19.7400,10.1800
2419.0000,20.0000,6.6300
2420.0000,19.8700,2.5900
2421.0000,19.9000,2.7900
2422.0000,19.9700,2.4200
2423.0000,20.0300,0.9600
2424.0000,20.2300,1.7600
2425.0000,20.3300,1.7900
2426.0000,20.4300,1.8300
2427.0000,20.5600,2.2900
2428.0000,20.6600,2.1200
2429.0000,20.7600,1.8900
2430.0000,20.8900,1.8300
2431.0000,20.5000,1.0300
2432.0000,20.8300,1.7900
2433.0000,20.9600,1.3900
2434.0000,21.0900,1.4900
2435.0000,21.1600,0.8600
2436.0000,21.3900,1.2600
2437.0000,21.4900,1.2000
2438.0000,21.6200,1.3900
2439.0000,21.7500,1.1000
2440.0000,21.8500,0.8300
2441.0000,21.9500,0.9000
2442.0000,22.0800,0.9600
2443.0000,22.1800,0.7300
2444.0000,22.2800,0.1000
2445.0000,22.4100,0.2400
2446.0000,22.5500,0.3000
2447.0000,22.6400,0.0700
2448.0000,22.7100,0.2700
2449.0000,22.8100,0.3300
2450.0000,22.8800,0.2000
2451.0000,22.9800,0.3300
2452.0000,23.0700,0.3000
2453.0000,23.1100,0.2700
2454.0000,23.2100,0.3700
2455.0000,23.3400,0.7300
2456.0000,23.7400,1.2000
2457.0000,22.7100,-0.4900
2458.0000,23.1400,-0.0600
2459.0000,23.0100,0.5000
2460.0000,23.2400,0.0400
2461.0000,23.3400,0.6700
2462.0000,23.4000,0.2400
2463.0000,23.6700,0.4300
2464.0000,23.7000,0.3300
2465.0000,23.7700,0.4000
2466.0000,23.8000,0.3300
2467.0000,23.8700,0.3300
2468.0000,23.9000,0.2400
2469.0000,23.9700,0.3700
2470.0000,23.9700,0.3300
2471.0000,23.9700,0.3000
2472.0000,24.0300,0.3300
2473.0000,24.0300,0.3000
2474.0000,24.0300,0.2700
2475.0000,24.0000,0.5700
2476.0000,24.1000,0.4700
2477.0000,24.0700,0.3700
2478.0000,24.0300,0.4000
2479.0000,24.0300,0.4300
2480.0000,24.0300,0.4300
2481.0000,24.0000,0.3700
2482.0000,23.9700,0.0700
2483.0000,23.9700,0.1700
2484.0000,23.9300,0.2400
2485.0000,23.9000,0.1400
2486.0000,23.9000,0.3000
2487.0000,23.8700,0.4300
2488.0000,23.8000,0.3000
2489.0000,23.7700,0.1000
2490.0000,23.7400,0.0000
2491.0000,23.7000,-0.0600
2492.0000,23.6400,0.0000
2493.0000,23.5700,0.1700
2494.0000,23.5400,0.1400
2495.0000,23.5000,0.1400
2496.0000,23.4000,-0.1300
2497.0000,23.3400,0.0000
2498.0000,23.3100,-0.0300
2499.0000,23.2400,0.0400
2500.0000,23.1700,0.0000
2501.0000,23.1400,0.1700
2502.0000,23.0700,0.1000
2503.0000,23.0100,0.1000
2504.0000,22.9100,-0.0600
2505.0000,22.8100,-0.0300
2506.0000,22.7400,-0.0600
2507.0000,22.7100,0.0400
2508.0000,22.6100,-0.1000
2509.0000,22.5100,-0.1000
2510.0000,22.4500,-0.0300
2511.0000,22.3100,-0.0600
2512.0000,22.2200,-0.0600
2513.0000,23.1700,1.2600
2514.0000,22.6100,0.1400
2515.0000,22.3500,-0.1000
2516.0000,22.2500,0.0700
2517.0000,22.1200,0.1400
2518.0000,21.9200,0.1700
2519.0000,21.8800,0.3300
2520.0000,21.6900,0.1400
2521.0000,21.5200,0.4300
2522.0000,21.4600,0.8300
2523.0000,21.2900,1.2300
2524.0000,21.2200,20.0900
2525.0000,21.5500,33.6400
2526.0000,21.5200,36.1200
2527.0000,21.4200,37.5800
2528.0000,21.3200,39.6700
2529.0000,21.2600,38.0100
2530.0000,21.0600,38.6400
2531.0000,20.9300,38.1100
2532.0000,20.8900,37.3800
2533.0000,20.7300,36.5200
2534.0000,20.5600,36.3200
2535.0000,20.4600,36.5600
2536.0000,20.3600,36.8900
2537.0000,20.2000,37.2800
2538.0000,20.1000,37.7500
2539.0000,20.0000,38.1800
2540.0000,19.9000,38.3800
2541.0000,19.7700,38.2500
2542.0000,19.6400,38.1500
2543.0000,19.5400,37.9800
2544.0000,19.4400,38.0500
2545.0000,19.3400,38.1500
2546.0000,19.2400,38.1800
2547.0000,19.1100,38.3100
2548.0000,19.0100,38.3400
2549.0000,18.9100,38.4400
2550.0000,18.7800,38.5100
2551.0000,18.7100,38.6100
2552.0000,18.6100,38.6400
2553.0000,18.4800,38.6800
2554.0000,18.3800,38.7800
2555.0000,18.3200,38.8700
2556.0000,18.2200,39.0100
2557.0000,18.1200,39.1400
2558.0000,18.0500,39.2400
2559.0000,17.9500,39.3400
2560.0000,17.8500,39.4100
2561.0000,17.7900,39.4700
2562.0000,17.6900,39.5400
2563.0000,17.6600,39.5700
2564.0000,17.5600,39.6000
2565.0000,17.4900,39.7000
2566.0000,17.4600,39.8000
2567.0000,17.3900,39.8400
2568.0000,17.3300,39.9400
2569.0000,17.2900,39.9700
2570.0000,17.2300,40.0000
2571.0000,17.1900,40.0300
2572.0000,17.1300,40.1000
2573.0000,17.0900,40.1300
2574.0000,17.0600,40.1700
2575.0000,17.0600,40.2000
2576.0000,17.0300,40.2300
2577.0000,16.9900,40.3000
2578.0000,16.9900,40.3300
2579.0000,16.9600,40.3700
2580.0000,16.9600,40.4300
2581.0000,16.9600,40.4700
2582.0000,16.9300,40.5000
2583.0000,16.9300,40.5700
2584.0000,16.9300,40.6000
2585.0000,16.9300,40.6300
2586.0000,16.9300,40.6600
2587.0000,16.9300,40.6600
2588.0000,16.9300,40.6600
2589.0000,16.9300,40.6600
2590.0000,16.9000,40.7000
2591.0000,16.9600,40.7000
2592.0000,16.9900,40.7000
2593.0000,17.0300,40.7300
2594.0000,17.0600,40.7300
2595.0000,17.0600,40.7600
2596.0000,17.0900,40.7600
2597.0000,17.1600,40.7300
2598.0000,17.1600,40.7300
2599.0000,17.2300,40.7000
2600.0000,17.2600,40.7000
2601.0000,17.2900,40.7000
2602.0000,17.3600,40.7300
2603.0000,17.3900,40.7000
2604.0000,17.4200,40.7300
2605.0000,17.4900,40.7300
2606.0000,17.5600,40.7600
2607.0000,17.5200,40.8000
2608.0000,17.6200,40.8000
2609.0000,17.7200,40.8300
2610.0000,17.7900,40.8600
2611.0000,17.8500,40.9000
2612.0000,17.8900,40.9300
2613.0000,17.9900,40.9000
2614.0000,18.0500,40.9000
2615.0000,18.1200,40.9000
2616.0000,18.2200,40.9300
2617.0000,18.2500,40.8600
2618.0000,18.3200,40.9600
2619.0000,18.4800,41.3900
2620.0000,18.5500,41.6600
2621.0000,18.6100,41.9200
2622.0000,18.6800,41.7900
2623.0000,18.7800,41.7200
2624.0000,18.8100,41.5900
2625.0000,18.9100,41.6600
2626.0000,19.0100,41.5900
2627.0000,19.0400,41.4900
2628.0000,19.0400,41.1300
2629.0000,18.9800,39.5700
2630.0000,19.0800,39.1700
2631.0000,19.1400,38.3800
2632.0000,19.2400,26.2200
2633.0000,19.1800,8.7800
2634.0000,19.1400,6.6000
2635.0000,19.2400,6.3300
2636.0000,19.4100,5.7000
2637.0000,19.5400,6.0700
2638.0000,19.6700,6.2300
2639.0000,19.8000,6.3700
2640.0000,19.9700,6.6000
2641.0000,20.0700,6.7000
2642.0000,20.2000,6.9000
2643.0000,20.3000,7.0900
2644.0000,20.4300,7.2900
2645.0000,20.5300,7.4600
2646.0000,20.6300,7.4600
2647.0000,20.7300,7.3600
2648.0000,20.7600,7.3600
2649.0000,20.8300,7.1600
2650.0000,20.8900,4.6100
2651.0000,20.9900,1.5600
2652.0000,21.0900,0.7000
2653.0000,21.2200,0.8600
2654.0000,21.2900,0.9000
2655.0000,21.4200,1.3300
2656.0000,22.4500,3.4800
2657.0000,21.8500,0.3000
2658.0000,21.8200,0.5300
2659.0000,21.9500,0.9600
2660.0000,22.2800,1.5300
2661.0000,22.2200,0.6700
2662.0000,22.2500,0.8300
2663.0000,22.3500,0.7700
2664.0000,22.4100,0.7700
2665.0000,22.5100,0.8600
2666.0000,22.5800,0.5700
2667.0000,22.6400,0.7300
2668.0000,22.7400,0.9600
2669.0000,22.8400,0.9300
2670.0000,22.9100,0.8300
2671.0000,22.9800,1.0000
2672.0000,23.0400,1.0600
2673.0000,23.1100,1.1000
2674.0000,23.2100,1.1300
2675.0000,23.2700,1.1300
2676.0000,23.3400,1.2000
2677.0000,23.3700,1.0300
2678.0000,23.4700,1.0300
2679.0000,23.4700,0.6000
2680.0000,23.5000,0.4300
2681.0000,23.5400,0.5300
2682.0000,23.5700,0.4000
2683.0000,23.6400,0.3700
2684.0000,23.7000,0.3700
2685.0000,23.7000,0.4000
2686.0000,23.7000,0.5000
2687.0000,23.7700,0.6300
2688.0000,23.7700,0.6300
2689.0000,23.7700,0.7700
2690.0000,23.8000,0.8600
2691.0000,23.8300,0.8300
2692.0000,23.8300,0.8000
2693.0000,23.7700,0.7700
2694.0000,23.7400,0.4700
2695.0000,23.8300,0.7000
2696.0000,23.8000,0.6000
2697.0000,23.8000,0.7300
2698.0000,23.8000,0.8000
2699.0000,23.7700,0.7700
2700.0000,23.7400,0.7300
2701.0000,23.7400,0.7700
2702.0000,23.7000,0.8000
2703.0000,23.7000,0.7000
2704.0000,23.6400,0.3700
2705.0000,23.6000,0.3700
2706.0000,23.4700,0.3700
2707.0000,23.4400,0.4700
2708.0000,23.4000,0.2700
2709.0000,23.4400,0.5300
2710.0000,23.1400,-1.2900
2711.0000,22.6400,2.6500
2712.0000,24.5300,1.0300
2713.0000,23.0100,-0.6900
2714.0000,23.0700,0.4700
2715.0000,23.1400,0.1700
2716.0000,23.0100,0.2000
2717.0000,22.9800,0.4300
2718.0000,22.9400,0.3000
2719.0000,22.9400,0.1400
2720.0000,22.8400,0.2000
2721.0000,22.7400,0.1400
2722.0000,22.6800,0.0700
2723.0000,22.6100,0.2400
2724.0000,22.5800,0.2700
2725.0000,22.1800,0.4000
2726.0000,22.3800,0.1000
2727.0000,22.4100,0.2400
2728.0000,22.1200,0.0400
2729.0000,22.0800,0.1400
2730.0000,21.9500,0.3700
2731.0000,21.9800,0.2700
2732.0000,21.9500,0.4700
2733.0000,21.8200,0.3000
2734.0000,21.7200,0.3300
2735.0000,21.6200,0.7700
2736.0000,21.5500,1.1300
2737.0000,21.4900,1.4900
2738.0000,21.3600,1.7900
2739.0000,21.2900,5.9300
2740.0000,21.3600,29.9900
2741.0000,21.7200,30.6600
2742.0000,21.9800,31.5200
2743.0000,21.8200,32.2800
2744.0000,21.6900,33.6100
2745.0000,21.4900,33.9000
2746.0000,21.3200,34.9600
2747.0000,21.1600,34.9000
2748.0000,21.0300,35.9600
2749.0000,20.8900,35.7900
2750.0000,20.7300,35.1000
2751.0000,20.6000,35.3300
2752.0000,20.5000,35.6900
2753.0000,20.3600,36.0300
2754.0000,20.3300,37.5800
2755.0000,20.2300,38.0800
2756.0000,20.1000,38.4800
2757.0000,19.9700,38.5400
2758.0000,19.8700,38.3100
2759.0000,19.7400,38.1500
2760.0000,19.6000,38.0500
2761.0000,19.5100,38.3100
2762.0000,19.4100,38.7400
2763.0000,19.3100,38.7100
2764.0000,19.1800,38.4100
2765.0000,19.0800,38.2500
2766.0000,18.9800,38.1800
2767.0000,18.8800,38.2100
2768.0000,18.7800,38.3100
2769.0000,18.6800,38.4400
2770.0000,18.6100,38.5400
2771.0000,18.5100,38.6100
2772.0000,18.4200,38.6400
2773.0000,18.3200,38.6400
2774.0000,18.2200,38.6400
2775.0000,18.1500,38.6100
2776.0000,18.0900,38.5800
2777.0000,17.9900,38.6400
2778.0000,17.9200,38.8400
2779.0000,17.8200,39.0400
2780.0000,17.7900,39.2100
2781.0000,17.7200,39.3100
2782.0000,17.6200,39.4100
2783.0000,17.5900,39.5700
2784.0000,17.5200,39.6700
2785.0000,17.4900,39.7400
2786.0000,17.4600,39.7700
2787.0000,17.3900,39.7700
2788.0000,17.3600,39.8000
2789.0000,17.3300,39.8000
2790.0000,17.2900,39.8700
2791.0000,17.2600,39.8400
2792.0000,17.2300,39.5000
2793.0000,17.1900,39.4700
2794.0000,17.1900,39.5400
2795.0000,17.1600,39.5700
2796.0000,17.1600,39.5700
2797.0000,17.1300,39.6000
2798.0000,17.1300,39.6000
2799.0000,17.1300,39.6700
2800.0000,17.1300,39.7700
2801.0000,17.1300,39.9400
2802.0000,17.1600,40.1000
2803.0000,17.1300,40.1700
2804.0000,17.1600,40.0300
2805.0000,17.1600,39.8400
2806.0000,17.1600,39.7400
2807.0000,17.1900,39.6000
2808.0000,17.1900,39.5400
2809.0000,17.2300,39.5400
2810.0000,17.2600,39.6400
2811.0000,17.2600,39.7000
2812.0000,17.2900,39.8000
2813.0000,17.3300,39.8700
2814.0000,17.3600,39.8700
2815.0000,17.3900,39.8400
2816.0000,17.4200,39.7000
2817.0000,17.4900,39.6400
2818.0000,17.5600,39.6000
2819.0000,17.5900,39.5700
2820.0000,17.6200,39.5700
2821.0000,17.6900,39.6000
2822.0000,17.7200,39.5700
2823.0000,17.7900,39.6000
2824.0000,17.8500,39.6400
2825.0000,17.9200,39.6700
2826.0000,17.9500,39.7400
2827.0000,18.0200,39.7000
2828.0000,18.0900,39.7000
2829.0000,18.1500,39.7400
2830.0000,18.1800,39.7000
2831.0000,18.2500,39.7000
2832.0000,18.3500,39.7000
2833.0000,18.4200,39.7400
2834.0000,18.4800,39.7700
2835.0000,18.5500,39.7700
2836.0000,18.6100,39.8400
2837.0000,18.6800,39.8700
2838.0000,18.7100,39.9000
2839.0000,18.8500,39.9400
2840.0000,18.9100,39.9700
2841.0000,18.9800,40.0000
2842.0000,19.0800,40.0700
2843.0000,19.1800,40.1300
2844.0000,19.2400,40.2300
2845.0000,19.3400,40.3000
2846.0000,19.4100,40.3000
2847.0000,19.5100,40.2300
2848.0000,19.4700,40.2300
2849.0000,19.6400,40.1300
2850.0000,19.7700,40.1000
2851.0000,19.8400,40.1000
2852.0000,19.9000,40.1300
2853.0000,20.0000,40.1700
